IncumplimientoPago,UsoCreditoDisponible,EdadCliente,Retrasos30_59Dias,PorcentajeDeDeuda,IngresoMensual,LineasCreditoActivas,Retrasos90DiasOMas,PrestamosInmobiliarios,Retrasos60_89Dias,CantidadDependientes
1,1.224775225,37,4,1921.0,,9,2,1,3,0.0
1,0.168541252,38,1,0.26881874,7000.0,12,0,1,0,1.0
1,0.90992804,46,4,0.570095534,4500.0,16,1,1,0,0.0
1,0.886277896,35,0,1.25660557,4200.0,13,0,2,0,1.0
1,0.225210624,33,0,5508.0,0.0,20,0,2,0,2.0
1,0.056828985,48,0,0.362922574,4584.0,7,0,1,0,0.0
1,0.9999999,52,0,0.005759539,4166.0,0,1,0,0,0.0
1,0.016353693,73,0,0.020395921,3333.0,8,0,0,0,0.0
1,0.266617293,26,0,0.133243607,5200.0,5,0,0,0,2.0
0,0.061924853,34,0,0.166640216,6300.0,11,0,1,0,0.0
0,0.090007811,49,0,0.516639269,27374.0,17,0,4,0,2.0
1,0.920017823,45,3,0.595523724,5584.0,12,0,1,1,1.0
0,0.020699308,59,0,0.355369807,3947.0,5,0,1,0,0.0
1,0.282686925,28,0,0.020979021,1000.0,1,0,0,0,2.0
0,0.108454569,50,0,0.28416877,2772.0,8,0,1,0,3.0
1,0.950578339,38,2,0.165383056,7400.0,4,0,1,0,3.0
0,0.054977889,69,0,0.214955499,12583.0,12,0,2,0,1.0
0,0.951364689,57,0,3803.0,,10,0,1,0,0.0
1,1.076505108,53,0,0.510566357,1182.0,8,1,0,0,2.0
1,0.067296896,66,1,0.153105862,8000.0,25,0,0,1,0.0
0,0.453801031,66,1,0.919360213,3000.0,19,0,4,0,0.0
0,0.904852121,48,1,0.445622004,3962.0,15,0,2,0,0.0
1,0.9999999,66,0,0.081653058,6000.0,1,1,1,1,2.0
0,0.147591654,66,0,1951.0,,13,0,1,0,2.0
1,0.73985203,41,3,0.258381649,11900.0,7,3,1,2,0.0
1,0.9999999,54,1,0.168186618,10416.0,7,0,1,1,0.0
1,0.72533681,30,0,260.0,,8,0,0,0,2.0
1,0.501367291,52,4,0.427155865,7467.0,10,1,1,0,0.0
1,0.639006626,70,0,0.266197705,2700.0,10,1,1,0,0.0
0,0.430116569,56,3,4761.0,,6,0,2,0,0.0
0,0.07015966,70,0,0.4,3919.0,13,0,2,0,1.0
1,0.013617333,45,0,2589.0,,6,0,1,0,0.0
1,0.119924825,45,0,0.612903226,3068.0,11,0,2,0,3.0
0,0.004992422,50,0,863.0,,11,0,1,0,0.0
1,0.9999999,35,0,0.221808511,1879.0,11,0,0,0,0.0
1,1.016347978,58,1,0.134957826,3200.0,3,0,0,0,0.0
0,0.926059916,48,1,12546.0,,8,0,4,0,0.0
0,0.000541845,48,0,0.274678112,11416.0,10,0,2,0,0.0
0,0.052727958,43,0,0.328839153,14833.0,7,0,2,0,4.0
1,0.9999999,49,1,0.227059326,2342.0,1,0,0,0,0.0
0,0.9999999,66,0,193.0,,2,0,1,0,1.0
1,0.516053609,48,6,3969.0,,10,3,4,1,0.0
1,0.5980755,29,1,0.147327249,2300.0,5,1,0,0,2.0
1,0.886113886,49,2,1.636486486,1479.0,5,1,1,2,1.0
1,0.9999999,50,0,489.0,,1,0,0,0,0.0
0,0.750097517,62,0,4775.0,,15,0,1,0,0.0
1,0.000657077,63,0,0.475209141,4900.0,15,0,1,0,1.0
0,0.109424596,64,0,1657.0,,16,0,1,0,0.0
1,0.072021361,65,1,0.312027726,17600.0,16,0,3,0,0.0
0,0.0,72,0,5.0,,3,0,0,0,0.0
1,0.9999999,35,2,0.109341728,10800.0,8,2,0,0,0.0
0,0.950350534,45,0,0.637766554,3563.0,9,0,1,0,2.0
0,0.216126129,39,1,0.398514498,7000.0,8,0,2,0,3.0
1,1.660678643,33,2,2303.0,,8,4,0,2,0.0
0,1.084130838,67,2,0.179008568,3267.0,3,0,0,0,2.0
0,0.785144321,56,0,817.0,,9,0,0,0,
0,0.394956675,48,0,0.555869393,8850.0,15,0,1,0,2.0
0,0.018398773,56,0,6814.0,,8,0,2,0,0.0
0,0.369903114,47,0,0.353128314,4714.0,16,0,0,0,2.0
1,0.333931904,40,1,0.653856186,11500.0,13,0,6,0,1.0
1,0.9999999,28,1,0.252291576,2290.0,5,2,0,0,1.0
0,0.201408275,67,1,264.0,,3,0,0,0,0.0
1,0.255042353,76,0,1694.0,,10,0,0,0,0.0
0,0.0,86,0,0.0,,1,0,0,0,
1,0.072377187,53,0,1654.0,,9,0,2,0,
0,0.156578248,75,0,0.25294941,5000.0,8,0,1,0,0.0
1,0.534242054,42,1,0.792490558,4500.0,8,0,2,0,0.0
1,0.361518667,55,3,0.648226097,3325.0,12,0,1,0,0.0
1,0.371207966,45,2,0.341180667,5606.0,12,0,1,0,1.0
1,0.967097246,31,0,390.0,,2,1,0,0,0.0
0,0.024935657,37,0,0.003617791,4698.0,7,0,0,0,0.0
1,0.624061527,61,1,0.135957471,8840.0,4,0,0,0,0.0
0,0.9999999,46,0,1.212837838,295.0,2,0,0,0,0.0
0,0.0,57,0,1.548439887,9165.0,17,0,4,0,0.0
0,0.14614883,51,0,0.588051494,8000.0,5,0,2,0,3.0
0,0.310691762,53,2,1551.0,,18,0,0,0,2.0
0,0.204569886,63,1,252.0,,12,0,0,0,0.0
0,0.073405064,64,0,0.660421093,15530.0,10,0,3,0,0.0
0,0.0,70,0,1584.0,,3,0,1,0,0.0
0,0.140296443,60,0,0.58242927,4700.0,11,0,2,0,0.0
0,0.493789941,38,0,0.541235136,5213.0,8,0,1,0,2.0
1,1.417147934,66,2,0.110369806,5245.0,7,1,0,0,0.0
1,0.0649594,40,0,0.06482253,6000.0,6,2,0,0,3.0
1,0.9999999,47,0,11.0,,0,1,0,0,0.0
0,0.009377361,59,1,1458.0,,9,0,2,0,0.0
1,1.010253781,32,0,0.867060561,2030.0,3,0,1,0,2.0
1,0.9999999,32,1,29.0,,2,1,0,0,0.0
0,0.01973969,58,0,0.176935596,4300.0,8,0,1,0,2.0
1,0.287245887,72,0,0.394758173,3700.0,10,1,0,0,0.0
1,0.059756298,66,0,0.250163624,13750.0,16,0,2,0,0.0
1,0.64940239,25,0,7.0,,2,1,0,0,0.0
0,0.031105059,72,0,0.191965097,5500.0,6,0,1,0,0.0
0,0.039967498,61,0,0.273590801,8000.0,13,0,2,0,0.0
1,0.561019589,26,2,0.158914729,1547.0,5,0,0,2,1.0
1,0.9999999,39,0,0.067364846,7065.0,1,0,0,0,1.0
0,0.208199089,50,0,0.630783959,9400.0,7,0,3,0,0.0
1,0.9999999,50,2,0.188844731,7296.0,8,5,0,3,1.0
1,0.884426415,47,1,4877.0,,11,0,2,0,2.0
1,0.9999999,46,0,612.0,,1,1,0,0,0.0
0,0.004716477,73,0,0.669141302,8081.0,20,0,3,0,0.0
1,0.949505049,52,0,0.853036741,4000.0,7,0,2,0,0.0
1,0.978601427,31,0,2357.0,,6,0,1,1,1.0
1,1.079184163,62,1,0.506017404,5400.0,9,0,2,1,0.0
1,0.994300142,47,0,0.1020705,11687.0,2,0,0,0,0.0
1,0.680995119,54,2,3450.0,,10,3,1,1,0.0
1,0.925063095,29,3,0.286261165,2350.0,9,0,0,0,1.0
0,0.13581297,66,0,0.631620299,28000.0,16,0,9,0,0.0
0,0.010235053,45,0,810.0,,7,0,1,0,0.0
1,0.9999999,55,1,0.062473969,2400.0,0,0,0,0,1.0
0,0.059017062,50,0,0.240328507,9253.0,15,0,1,0,1.0
0,0.514180549,53,0,0.272321881,9866.0,6,0,2,0,1.0
0,0.61914955,67,0,4930.0,,14,0,2,0,0.0
1,0.922538497,54,0,0.643114251,7500.0,6,0,2,1,0.0
0,0.009464522,97,0,12.0,,6,0,0,0,
1,0.047130191,45,0,0.584773604,7000.0,8,0,2,0,0.0
1,0.808814528,62,0,0.279004883,4300.0,12,0,0,0,0.0
1,0.860953777,67,2,0.435065826,14583.0,15,0,2,0,1.0
1,0.9999999,33,0,0.040856622,6583.0,9,1,0,0,2.0
1,1.033793241,44,1,0.464635854,2855.0,1,2,1,1,1.0
1,0.017609862,57,1,0.381337777,4200.0,23,0,1,1,1.0
0,0.583075258,62,0,0.135104256,3500.0,10,0,0,0,0.0
0,0.411524651,55,1,0.443592677,8739.0,7,0,2,0,0.0
1,1.044510386,58,2,576.0,,12,0,0,0,0.0
0,0.152587565,54,1,0.26442456,6481.0,4,0,1,0,1.0
1,0.944490628,59,3,0.859724888,6251.0,23,0,1,5,0.0
1,0.9999999,34,0,0.003635262,3300.0,0,0,0,0,4.0
0,0.048112911,62,0,0.145606799,8000.0,6,0,1,0,0.0
1,0.511395442,30,0,0.205544287,1478.0,2,0,0,0,0.0
1,0.9999999,39,3,0.982287601,3330.0,7,4,1,0,2.0
1,1.082735263,51,4,0.746708882,6000.0,10,0,1,1,0.0
0,0.245256065,55,1,0.268240759,5166.0,7,0,1,0,0.0
1,0.002781775,63,1,0.394614387,13108.0,13,0,5,0,0.0
1,0.952387177,55,2,2334.0,,11,0,0,0,3.0
0,0.177524045,49,1,0.417318329,5242.0,9,0,2,0,2.0
0,0.285918309,29,1,0.442033898,1474.0,9,0,0,0,0.0
0,0.254706804,44,1,5581.0,,17,0,1,0,3.0
1,0.145230201,48,0,0.423934608,12600.0,19,0,2,1,1.0
1,0.249262102,37,2,1.67130829,3087.0,7,1,2,0,0.0
0,0.023126735,50,0,90.0,0.0,19,0,0,0,4.0
0,0.109048442,49,1,0.462377588,8066.0,12,0,2,0,2.0
0,0.073102186,40,0,0.133946421,2500.0,6,0,0,0,0.0
0,0.070753983,61,0,0.055861351,13443.0,6,0,1,0,1.0
1,1.007090265,66,6,0.41943662,3549.0,8,2,0,1,0.0
1,0.49090182,63,0,0.520773162,4500.0,12,0,0,0,0.0
0,0.052878073,77,0,0.011093502,4416.0,7,0,0,0,0.0
1,0.896123151,35,1,0.444711058,5000.0,10,0,1,0,4.0
0,0.509326934,36,0,0.573482695,5980.0,5,0,1,0,1.0
1,1.039985719,23,0,0.03978935,3417.0,5,0,0,0,1.0
0,0.01206687,82,0,0.008997751,4000.0,10,0,0,0,0.0
1,1.003444362,37,5,2.173901321,3708.0,17,0,5,0,0.0
1,0.578177728,25,0,0.590720483,2650.0,11,0,1,0,1.0
0,0.698201199,43,0,0.40656668,7400.0,4,0,2,0,2.0
0,0.003373659,81,0,4.0,,9,0,0,0,
1,0.88721738,44,1,1.11555278,1600.0,12,0,0,0,0.0
1,0.528089888,53,3,0.4343829,4350.0,3,0,1,1,2.0
0,0.951309549,67,1,11600.0,,9,0,2,1,0.0
0,0.601535052,31,0,0.471387131,7583.0,11,0,2,0,0.0
1,0.440639627,54,1,0.35923778,6034.0,9,2,2,1,2.0
0,0.9999999,59,0,0.0,,2,0,0,0,0.0
0,0.179188816,57,1,0.165432099,4859.0,13,0,0,0,3.0
0,0.143775445,29,0,0.192967839,6000.0,6,0,2,0,2.0
0,0.461729665,52,0,0.191741472,8354.0,8,0,2,0,2.0
1,0.962006908,33,0,0.277574142,3000.0,6,0,0,1,0.0
1,0.9999999,47,1,620.0,,1,1,1,0,0.0
0,0.834303147,46,2,0.412348562,6850.0,18,0,2,0,2.0
0,0.086591341,50,0,25.0,,2,0,0,0,0.0
0,0.272462408,64,0,3450.0,,13,0,2,0,1.0
1,0.9999999,49,3,1.630205441,1800.0,5,1,2,1,1.0
1,0.9999999,42,98,0.0,,0,98,0,98,0.0
0,0.025475511,32,0,0.008664741,4500.0,17,0,0,0,0.0
0,0.9999999,47,0,0.000384468,2600.0,1,0,0,0,1.0
0,0.027777366,69,0,0.018996834,6000.0,7,0,0,0,0.0
1,1.00379962,41,2,3217.0,,3,1,2,0,0.0
0,0.9999999,23,98,0.0,,0,98,0,98,
0,0.067121117,42,0,0.242107212,10800.0,9,0,1,0,2.0
1,0.012143512,69,0,3120.0,,10,0,1,0,0.0
1,1.080851989,35,3,0.771898883,1700.0,6,3,0,0,1.0
0,0.101733946,49,1,3173.0,,17,0,2,0,1.0
1,0.9999999,52,0,5369.0,,5,1,2,0,0.0
1,0.050124602,53,1,0.296136309,4166.0,14,0,1,0,0.0
1,0.9999999,49,3,2953.0,,6,2,2,5,
1,0.989844494,53,1,0.261261261,3773.0,6,2,0,0,1.0
0,0.703286448,29,0,0.166228301,1900.0,2,0,0,0,2.0
1,0.9999999,29,0,0.537793223,1150.0,2,0,0,0,0.0
0,0.066928871,35,0,0.611050027,3637.0,5,0,1,0,2.0
0,0.085254096,70,4,0.514801999,2600.0,5,0,1,0,1.0
1,1.034577513,34,0,0.402999423,5200.0,7,0,2,1,3.0
0,0.016557366,59,0,0.596412556,2452.0,10,0,2,0,0.0
1,1.014055934,25,0,209.0,,3,1,0,0,
1,0.815273091,27,1,473.0,,3,2,0,0,1.0
1,0.736344538,36,1,0.242413424,2800.0,5,0,0,0,2.0
0,0.060599939,34,0,993.0,,3,0,1,0,0.0
1,0.9999999,31,0,0.078854025,3664.0,4,2,0,1,2.0
0,0.419032544,29,0,1.486256872,2000.0,28,0,0,0,0.0
1,1.00632683,66,2,3206.0,,8,0,1,1,0.0
0,0.9999999,23,0,0.0,770.0,0,1,0,0,0.0
1,0.9999999,27,1,0.316675434,1900.0,7,0,0,0,1.0
0,0.9999999,51,0,0.386914378,6189.0,4,0,1,0,0.0
1,0.698353642,51,0,0.783363148,5589.0,8,0,2,0,0.0
0,0.033766149,54,0,0.162588498,8050.0,10,0,1,0,2.0
0,0.036104635,61,0,0.14902294,5884.0,13,0,1,0,0.0
0,0.056875101,43,0,0.062867142,8000.0,8,0,1,0,0.0
0,0.133686631,25,0,0.009359251,4166.0,2,0,0,0,0.0
1,0.537333041,54,0,0.048878027,4500.0,6,1,0,0,1.0
1,0.487072601,50,2,0.392252378,4310.0,14,0,0,0,0.0
0,0.096303414,62,0,96.0,,6,0,0,0,0.0
0,0.053369583,67,0,85.0,,5,0,0,0,
1,0.663644149,42,1,0.771683329,3700.0,7,0,2,0,0.0
0,0.163446698,65,0,0.753213368,3500.0,13,0,1,0,0.0
0,0.103016064,60,0,0.329740052,16233.0,26,0,8,0,1.0
0,0.00079984,29,0,0.015936255,501.0,2,0,0,0,0.0
1,0.550754397,39,2,0.525252525,3167.0,7,0,0,1,0.0
0,0.023768202,53,0,0.651379816,7500.0,21,0,2,0,0.0
0,0.030700985,63,0,36.0,,2,0,0,0,0.0
1,0.219554611,47,1,0.1856018,8000.0,3,0,1,0,2.0
1,0.981826443,40,0,0.780177586,4166.0,6,0,2,0,2.0
1,0.9999999,39,0,0.37881385,5833.0,2,0,1,0,0.0
1,0.9999999,31,1,0.434688111,4600.0,3,0,2,3,2.0
0,0.223547276,68,0,3357.0,,5,0,2,0,0.0
1,0.929017746,43,1,0.501684762,2670.0,4,0,2,1,4.0
1,0.816593654,56,2,1.634355361,5250.0,17,0,1,0,0.0
0,0.261841614,56,2,0.61881957,7725.0,9,0,1,0,0.0
0,0.9999999,61,3,1421.0,,3,1,1,0,0.0
1,1.038952085,24,3,1206.0,,9,0,0,0,2.0
0,0.880249382,54,0,0.200573579,5578.0,3,0,0,0,1.0
1,0.316467895,37,0,0.708876098,3300.0,4,0,1,0,2.0
0,0.031669031,49,0,1.188663746,3651.0,10,0,3,0,0.0
0,0.345764417,31,0,0.096986145,7000.0,6,0,0,0,0.0
0,0.023563199,35,0,0.346220504,7500.0,6,0,2,0,0.0
0,0.417982214,45,0,2332.0,,4,0,1,0,0.0
0,0.998615438,60,0,0.323494173,9180.0,6,0,1,0,1.0
1,1.311844078,40,1,0.625334523,4483.0,9,0,2,2,2.0
1,0.332390063,31,0,1.084812623,3041.0,10,0,2,0,1.0
1,0.81759609,32,0,2841.0,,7,0,2,0,1.0
0,0.003265195,65,0,0.304615897,6000.0,6,0,2,0,0.0
0,0.0,74,0,0.131308901,4774.0,5,0,1,0,0.0
1,0.521604751,36,1,0.571828833,3925.0,7,0,1,0,4.0
0,0.031461335,26,0,0.007821229,894.0,2,0,0,0,0.0
1,0.021139837,62,2,226.0,,5,2,0,1,0.0
1,0.834466214,54,0,0.177503933,3813.0,6,1,0,0,0.0
0,0.099045048,60,0,0.159357531,12700.0,3,0,1,0,0.0
0,0.82888529,60,2,0.379244958,5800.0,10,0,2,1,0.0
1,1.877076412,31,1,0.424867229,3200.0,5,0,2,2,0.0
0,0.0,62,0,0.509516709,11400.0,12,0,4,0,2.0
1,0.0,29,1,0.112221717,2200.0,5,0,0,0,0.0
1,0.469417446,47,0,0.582075986,5500.0,17,0,2,0,4.0
1,0.771544784,51,1,0.344646714,3240.0,6,0,0,0,0.0
1,0.727677844,43,1,0.696327684,5663.0,13,0,1,0,0.0
0,0.186900259,50,0,0.32629108,2555.0,9,0,0,0,2.0
0,0.9999999,37,0,0.0,5750.0,1,2,0,0,3.0
1,0.006629548,49,0,0.492796821,4025.0,23,0,2,0,1.0
1,0.9999999,53,1,0.193601994,4813.0,3,2,1,0,1.0
1,0.798134577,28,1,0.533506831,1536.0,3,0,0,1,0.0
1,0.105526599,82,0,0.673932788,1100.0,12,0,0,0,0.0
0,0.088759982,54,0,0.307230798,16000.0,7,0,1,0,1.0
0,0.870194794,67,0,0.180161943,2963.0,2,0,0,0,0.0
1,0.876641535,59,0,0.400036921,5416.0,14,0,0,0,0.0
0,0.500893502,41,0,0.379260751,6952.0,11,0,2,0,2.0
1,0.607425676,78,3,0.626569461,7406.0,17,0,2,1,0.0
0,0.025014298,61,0,1870.0,,13,0,2,0,
1,0.9999999,54,98,0.0,,0,98,0,98,0.0
1,0.944422231,24,1,70.0,,1,0,0,0,
1,0.9999999,30,1,0.146083614,2080.0,1,0,0,0,0.0
1,0.959858197,53,1,0.576115486,5333.0,15,0,1,0,0.0
1,0.881065151,46,3,1.103563189,3900.0,11,1,2,1,3.0
1,0.9999999,30,2,0.220915842,1615.0,3,1,0,0,1.0
1,0.957921507,33,1,0.208359788,9449.0,13,0,0,0,0.0
0,0.984265439,52,0,3457.0,,12,0,2,0,0.0
1,0.280775562,47,0,0.479014068,8600.0,8,0,2,0,0.0
1,0.325548857,49,0,0.480425979,6666.0,9,0,2,0,0.0
1,0.998143122,47,0,0.943189154,1548.0,5,0,1,0,0.0
1,0.908812775,62,0,0.164235371,6100.0,10,0,0,0,1.0
1,1.010430248,32,1,0.313493866,2200.0,5,1,0,2,4.0
1,0.9999999,56,1,2538.0,,3,2,1,0,0.0
0,1.017777778,57,1,0.491233766,3079.0,6,0,0,0,1.0
0,0.104236011,43,0,0.531646835,10000.0,6,0,2,0,3.0
1,0.549971445,61,0,0.109910466,3238.0,3,0,0,0,0.0
1,0.138045262,40,0,157.0,,12,0,0,0,0.0
1,0.9999999,54,1,521.0,,1,0,0,0,0.0
0,0.012461753,54,0,0.222196691,4351.0,11,0,1,0,0.0
0,0.274827816,36,2,0.803154854,4500.0,12,0,2,0,0.0
0,0.0,55,0,4391.0,,9,0,1,0,0.0
0,0.040446409,66,0,19.0,,5,0,0,0,0.0
0,0.005153767,65,0,0.231596991,10500.0,14,0,1,0,0.0
0,0.061387722,63,0,0.190956584,5550.0,7,0,2,0,1.0
1,0.552156677,55,0,0.337034981,1800.0,7,1,0,0,1.0
1,0.384244163,49,1,0.773424191,1760.0,8,0,1,0,4.0
1,0.123953206,54,2,0.96992596,13100.0,24,0,6,0,4.0
0,0.086617692,40,0,0.033202428,2800.0,4,0,0,0,0.0
1,0.156745116,33,0,1.156445267,4320.0,8,0,2,0,0.0
1,1.698433855,43,1,0.479265092,1904.0,6,0,1,0,0.0
0,0.095559879,68,0,84.0,,4,0,0,0,0.0
1,0.962375073,30,1,0.066896928,5500.0,2,0,0,0,3.0
0,0.193632255,78,0,0.563981043,2953.0,13,0,2,0,0.0
1,1.338645418,48,3,0.332564398,2600.0,4,0,0,0,0.0
1,1.487279843,33,1,548.0,,4,2,0,0,0.0
1,0.592294562,57,4,1.323504634,2373.0,9,0,1,0,0.0
1,0.9999999,35,0,0.215736041,1575.0,2,2,0,0,2.0
1,0.801391863,46,0,1257.0,,14,7,0,0,2.0
0,0.156669246,56,0,0.385285824,3900.0,15,0,1,0,0.0
1,0.429847682,50,1,0.857619321,8694.0,14,0,1,0,0.0
1,0.430327783,65,0,0.416902471,5300.0,7,0,1,0,0.0
0,0.126591561,51,0,0.027986007,2000.0,5,0,0,0,0.0
0,0.0,34,1,0.921220479,5800.0,6,0,4,0,0.0
0,0.126554333,47,1,0.37584672,5166.0,11,0,2,0,0.0
0,0.392386715,30,0,0.240418948,4200.0,4,0,0,0,0.0
1,1.03379662,60,1,2.646128226,1200.0,5,1,3,2,2.0
0,0.845972915,68,0,10752.0,,26,0,3,0,0.0
0,0.063118715,63,0,0.840889502,5800.0,16,0,1,0,1.0
0,0.011999586,84,0,0.00149975,6000.0,5,0,0,0,0.0
0,0.9999999,80,0,0.463896104,1924.0,5,1,1,0,0.0
0,0.44941721,64,1,0.388149134,3003.0,11,0,0,0,1.0
0,0.014772044,87,0,0.007993441,4878.0,12,0,0,0,0.0
1,0.9999999,43,1,0.799207921,2524.0,4,4,2,0,2.0
1,0.9999999,48,0,0.968507873,4000.0,11,0,2,0,0.0
0,0.009453972,57,0,0.188217808,7400.0,6,0,2,0,1.0
0,0.426368578,51,0,0.65365288,7760.0,18,0,2,0,0.0
0,1.088473873,37,1,0.115959354,3345.0,7,0,0,1,0.0
1,0.962258161,63,0,0.383144318,17987.0,19,0,3,0,1.0
0,0.016210437,75,0,0.006922012,4333.0,8,0,0,0,0.0
1,0.555997317,52,1,1895.0,0.0,16,0,2,0,2.0
0,0.188558042,32,0,0.202069812,5700.0,11,0,0,0,3.0
1,0.9999999,40,0,0.347041007,8583.0,3,2,1,1,3.0
1,0.144257395,31,0,0.337832255,7260.0,13,0,2,0,2.0
1,0.788673071,51,0,0.633749098,9700.0,11,0,5,0,2.0
0,0.737142316,39,0,0.312968703,10000.0,11,0,1,0,1.0
0,0.446215139,40,1,373.0,0.0,3,0,0,0,3.0
0,0.989006987,62,3,0.466096116,6075.0,14,0,1,0,1.0
0,0.830505169,33,0,0.467689447,2150.0,9,0,0,0,1.0
1,4.237015362,33,0,4.049980008,2500.0,20,0,7,0,1.0
1,0.966394187,36,2,560.0,,5,1,0,0,0.0
0,0.019021482,85,0,0.007036747,2557.0,3,0,0,0,0.0
0,0.106813038,43,0,0.477087152,6000.0,18,0,1,0,0.0
1,0.835027495,28,0,0.284396618,1300.0,5,0,0,0,0.0
1,0.049767859,66,0,0.180303591,2700.0,11,0,1,0,0.0
0,0.927256792,54,1,0.230695536,5218.0,11,0,0,0,2.0
1,0.955200471,44,0,2277.0,,10,0,1,0,0.0
0,0.490392126,29,4,0.292019347,3307.0,9,0,0,0,2.0
1,1.065593758,28,3,0.167989662,5416.0,6,0,0,1,0.0
0,0.534883721,48,0,0.115618894,8700.0,11,0,0,0,2.0
1,0.088119566,49,1,0.356298012,8200.0,18,0,2,0,0.0
0,0.038534903,56,2,0.541178075,7333.0,14,0,2,0,1.0
0,0.03304371,69,0,0.016660356,2640.0,4,0,0,0,0.0
1,0.9999999,53,0,0.0,6495.0,0,0,0,0,0.0
0,0.98840232,30,1,0.193761248,5000.0,9,0,0,0,0.0
0,0.190259226,67,0,1008.0,,8,0,1,0,
1,0.608101214,60,0,483.0,,4,1,0,0,0.0
0,0.518240213,54,0,0.448310139,3017.0,6,3,0,0,0.0
1,0.51655503,55,1,0.363918034,14200.0,17,0,2,0,0.0
0,0.723930794,32,0,0.101622685,6100.0,7,0,0,0,0.0
0,0.043243483,65,0,57.0,,7,0,0,0,0.0
1,0.862134993,56,2,1.011595362,2500.0,8,3,1,1,2.0
1,1.00528964,34,0,1.811042361,2100.0,12,0,2,0,3.0
0,0.001071365,54,0,1496.0,,4,0,1,0,
1,0.973965774,57,4,0.564327485,9233.0,15,0,1,1,0.0
0,0.625473089,62,0,0.559650326,5833.0,5,0,1,0,0.0
0,0.0,31,0,0.050374928,5200.0,2,0,0,0,0.0
1,1.007608365,48,2,0.952419032,2500.0,8,0,0,4,0.0
0,0.030639724,29,0,1.083056478,1504.0,16,0,1,0,0.0
0,0.200593136,45,0,0.956835957,10100.0,9,0,2,0,0.0
1,0.798201451,43,2,0.448219569,9800.0,12,0,1,0,0.0
1,0.843263129,54,0,0.181587894,15000.0,4,0,0,0,1.0
0,0.071781568,35,0,0.203349581,8000.0,8,0,1,0,0.0
1,0.605906784,37,3,636.0,,12,0,0,0,0.0
1,0.0,28,0,0.561998766,1620.0,8,0,0,0,0.0
1,0.711336998,61,0,203.0,,9,0,0,0,0.0
1,0.340696903,48,0,0.536212914,4583.0,6,1,1,2,0.0
1,0.94608167,59,0,0.835991431,4200.0,14,0,1,0,1.0
0,0.003867049,47,0,0.099803292,9658.0,8,0,1,0,0.0
1,0.9999999,32,0,0.146370726,5000.0,2,2,0,0,0.0
0,0.0067651,57,0,0.164845385,4300.0,12,0,0,0,0.0
0,0.053958746,48,0,0.723455309,5000.0,9,0,2,0,1.0
0,0.052186098,63,0,0.189641042,6100.0,10,0,1,0,1.0
1,0.668198838,41,0,0.555294118,8924.0,9,0,2,0,3.0
0,0.788719135,37,0,0.67115903,11500.0,13,0,2,0,0.0
1,0.063715498,71,3,0.66923925,2720.0,10,0,1,0,0.0
0,0.02389662,53,0,0.395405447,6572.0,13,0,1,0,3.0
1,0.937824498,38,0,0.3037012,5916.0,10,0,2,0,0.0
0,0.9999999,33,0,1786.0,,3,0,1,0,0.0
0,0.0,71,0,0.000134048,7459.0,5,0,0,0,0.0
0,0.424748087,33,0,1.232188621,1950.0,8,0,1,0,0.0
1,0.863348517,39,0,0.436412768,5920.0,12,0,1,0,3.0
0,0.348225484,50,0,0.379485525,12400.0,12,0,2,0,4.0
1,0.477177221,60,0,687.0,,2,0,1,0,0.0
0,0.065125927,59,0,2462.0,,4,0,1,0,0.0
0,0.379835405,72,0,0.346915017,5153.0,22,0,1,0,0.0
1,1.017618214,38,0,0.542518468,5820.0,9,0,1,0,0.0
1,0.696756974,57,0,1.40399556,900.0,15,0,0,5,0.0
1,0.962054675,45,5,0.344803534,4300.0,8,0,0,0,2.0
1,0.385857033,58,0,345.0,,5,0,0,1,0.0
0,0.009058454,58,0,0.003042817,4600.0,13,0,0,0,0.0
1,0.535689375,76,0,0.075219197,6500.0,7,0,0,0,0.0
1,0.341639748,22,0,0.074423771,3600.0,5,0,0,1,0.0
1,0.878209263,49,2,0.547818154,6576.0,9,0,1,0,3.0
0,0.031034589,66,0,3705.0,,10,0,3,0,0.0
0,0.219993334,55,0,0.227877212,10000.0,4,0,1,0,0.0
0,0.9999999,74,0,0.0,,0,0,0,0,
0,0.988743179,65,0,0.306432564,12700.0,8,0,2,0,3.0
0,0.188116791,54,0,0.460296772,9973.0,30,0,2,0,0.0
1,0.849798479,39,0,0.676136977,9256.0,12,0,2,0,0.0
0,0.076703026,41,0,0.388436652,4790.0,14,0,2,0,0.0
1,0.508659792,38,0,0.954120346,5666.0,16,0,2,0,1.0
1,0.800047039,54,1,1.666307084,2780.0,19,1,2,1,0.0
0,0.020349985,73,0,0.651565825,3288.0,7,0,0,0,1.0
0,0.290835458,44,0,260.0,,4,0,0,0,0.0
0,0.0,47,1,1.334263393,3583.0,9,0,3,0,0.0
0,0.018824529,53,0,2179.0,,3,0,1,0,0.0
1,0.14010628,47,0,0.129925692,4440.0,5,1,0,2,3.0
0,0.06781117,71,0,0.332303218,5500.0,19,0,2,0,1.0
1,0.126915777,45,0,1.259435141,4000.0,6,0,2,0,3.0
1,0.848932579,49,0,0.855093995,17500.0,18,0,12,0,3.0
1,0.983008496,40,3,1.069331668,1600.0,6,1,1,2,1.0
0,0.19327521,48,0,0.311359363,9040.0,8,0,2,0,3.0
